col-coord,row-coord,isTower,filename,h_params,s_params,v_params,r_params,g_params,b_params,dissimilarity_params,contrast_params,homogeneity_params,ASM_params,energy_params,correlation_params
61,669,Yes,DSC00696.JPG,0.6388888888888888,0.036809815950920116,0.6392156862745098,157,158,163,"[[ 848 1051]
 [ 809 1140]
 [ 706  930]]","[[ 7342 10553]
 [ 8121 13534]
 [ 7750 11752]]","[[25.1613391  17.77402683]
 [17.57938037  8.85385797]
 [11.35018238  8.86475296]]","[[202 204]
 [150 164]
 [130 118]]","[[14.2126704  14.28285686]
 [12.24744871 12.80624847]
 [11.40175425 10.86278049]]","[[0.99999996 0.99999994]
 [0.99999994 0.99999987]
 [0.99999993 0.99999977]]"
36,682,Yes,DSC00696.JPG,0.11111111111111112,0.017751479289940766,0.6627450980392157,169,168,166,"[[ 980 1250]
 [ 726 1474]
 [ 500 1730]]","[[ 9852 16376]
 [ 6690 23516]
 [ 3990 34154]]","[[18.57895785 18.95769427]
 [20.05839035  9.04166278]
 [17.25412755  1.29389445]]","[[204 190]
 [144 156]
 [128 124]]","[[14.28285686 13.78404875]
 [12.         12.489996  ]
 [11.3137085  11.13552873]]","[[0.99999996 0.99999996]
 [0.99999995 0.99999995]
 [0.99999994 0.99999994]]"
63,707,Yes,DSC00696.JPG,0.09829059829059829,0.15918367346938778,0.9607843137254902,245,229,206,"[[ 238 1031]
 [ 295 1198]
 [ 308  964]]","[[  604  9089]
 [ 1101 14424]
 [ 1472 12302]]","[[67.23130733 15.60278127]
 [43.12128898  8.85467636]
 [26.12199572  6.29593726]]","[[472 366]
 [300 322]
 [182 300]]","[[21.72556098 19.13112647]
 [17.32050808 17.94435844]
 [13.49073756 17.32050808]]","[[1.         0.99999997]
 [0.99999999 0.99999993]
 [0.99999998 0.99999987]]"
95,709,Yes,DSC00696.JPG,0.1016260162601626,0.16872427983539093,0.9529411764705882,243,227,202,"[[ 299 1395]
 [ 351 1764]
 [ 378 1760]]","[[ 1003 17365]
 [ 1415 34662]
 [ 1996 43716]]","[[55.97117007 13.16085455]
 [32.78854346  9.6023658 ]
 [15.93791771  5.46582552]]","[[304 292]
 [226 216]
 [182 156]]","[[17.43559577 17.08800749]
 [15.03329638 14.69693846]
 [13.49073756 12.489996  ]]","[[1.         0.99999997]
 [0.99999999 0.99999991]
 [0.99999998 0.99999983]]"
132,702,Yes,DSC00696.JPG,0.19444444444444509,0.03333333333333337,0.7058823529411765,179,180,174,"[[662 901]
 [643 776]
 [571 555]]","[[4546 7781]
 [4791 7116]
 [4769 4493]]","[[30.44795296 23.25369651]
 [19.83699923 17.25889737]
 [12.71887797 13.69546911]]","[[236 238]
 [182 176]
 [114 130]]","[[15.3622915  15.42724862]
 [13.49073756 13.26649916]
 [10.67707825 11.40175425]]","[[0.99999998 0.99999998]
 [0.99999998 0.99999996]
 [0.99999997 0.99999995]]"
166,684,Yes,DSC00696.JPG,0.19444444444444434,0.03141361256544506,0.7490196078431373,190,191,185,"[[2397  974]
 [2756  855]
 [1945  781]]","[[52515 11302]
 [73556  9063]
 [51081  9617]]","[[ 6.75828782 23.43610324]
 [ 2.85727637 14.79350994]
 [ 5.64852529  9.86569978]]","[[176 170]
 [144 134]
 [108 110]]","[[13.26649916 13.03840481]
 [12.         11.5758369 ]
 [10.39230485 10.48808848]]","[[0.99999976 0.99999995]
 [0.99999938 0.99999992]
 [0.99999905 0.99999982]]"
193,696,Yes,DSC00696.JPG,0.5333333333333341,0.030487804878048842,0.6431372549019608,159,163,164,"[[932 768]
 [779 692]
 [581 475]]","[[8678 6086]
 [7899 5790]
 [5509 3713]]","[[23.00113091 29.57383203]
 [15.91165821 19.17724547]
 [16.01649525 19.15019298]]","[[240 212]
 [186 152]
 [142 130]]","[[15.49193338 14.56021978]
 [13.6381817  12.32882801]
 [11.91637529 11.40175425]]","[[0.99999996 0.99999997]
 [0.99999993 0.99999995]
 [0.99999989 0.99999993]]"
212,702,Yes,DSC00696.JPG,0.5333333333333332,0.031446540880503214,0.6235294117647059,154,158,159,"[[1479 1478]
 [1111 1188]
 [ 944 1088]]","[[23277 22458]
 [16747 21722]
 [14104 20398]]","[[15.58814682 12.92558964]
 [17.45058058 19.43212425]
 [ 9.99894927 10.16395674]]","[[170 176]
 [144 148]
 [120 114]]","[[13.03840481 13.26649916]
 [12.         12.16552506]
 [10.95445115 10.67707825]]","[[0.99999988 0.99999989]
 [0.99999985 0.99999984]
 [0.99999973 0.99999975]]"
237,732,Yes,DSC00696.JPG,0.1016260162601626,0.17226890756302518,0.9333333333333333,238,222,197,"[[ 415 1316]
 [ 385 1826]
 [ 373 2035]]","[[ 1953 15356]
 [ 1847 33532]
 [ 2211 47831]]","[[51.10616918 14.56421016]
 [33.85846647  5.56822808]
 [20.9457935   1.08012732]]","[[324 236]
 [214 206]
 [158 154]]","[[18.         15.3622915 ]
 [14.62873884 14.35270009]
 [12.56980509 12.40967365]]","[[0.99999999 0.99999998]
 [0.99999999 0.99999995]
 [0.99999998 0.99999993]]"
289,732,Yes,DSC00696.JPG,0.16666666666666666,0.010752688172042973,0.7294117647058823,186,186,184,"[[ 760 1500]
 [ 837 1810]
 [ 748 1856]]","[[ 7238 19726]
 [10165 32956]
 [ 9494 41548]]","[[32.15317918 13.57871184]
 [18.90171428  3.89254434]
 [11.56393086  2.4014202 ]]","[[192 194]
 [140 158]
 [106 104]]","[[13.85640646 13.92838828]
 [11.83215957 12.56980509]
 [10.29563014 10.19803903]]","[[0.99999998 0.99999997]
 [0.99999995 0.99999995]
 [0.9999999  0.9999999 ]]"
310,730,Yes,DSC00696.JPG,0.27777777777777773,0.017964071856287362,0.6549019607843137,165,167,164,"[[1228 1177]
 [1150 1320]
 [ 959 1177]]","[[16890 14137]
 [15876 20790]
 [13681 20939]]","[[20.1903581  20.20957386]
 [13.12768392 11.50376194]
 [10.58699746  8.37768306]]","[[190 194]
 [158 154]
 [120 112]]","[[13.78404875 13.92838828]
 [12.56980509 12.40967365]
 [10.95445115 10.58300524]]","[[0.99999992 0.99999995]
 [0.99999989 0.99999988]
 [0.99999987 0.99999983]]"
324,730,Yes,DSC00696.JPG,0.5714285714285712,0.04545454545454548,0.6039215686274509,147,151,154,"[[1068 1322]
 [1025 1344]
 [1084 1030]]","[[12586 17410]
 [13267 20466]
 [17434 16316]]","[[23.50341318 16.31077848]
 [12.97261096 10.53620483]
 [ 7.47640178  8.92033205]]","[[184 178]
 [148 152]
 [124 116]]","[[13.56465997 13.34166406]
 [12.16552506 12.32882801]
 [11.13552873 10.77032961]]","[[0.99999994 0.99999992]
 [0.99999992 0.99999983]
 [0.99999984 0.99999977]]"
358,748,Yes,DSC00696.JPG,0.07407407407407436,0.0647482014388489,0.5450980392156862,139,134,130,"[[1406 1637]
 [1941 2264]
 [2128 2474]]","[[14440 19453]
 [31785 43176]
 [47962 64192]]","[[3.82413799 3.0981915 ]
 [0.73571809 1.56036905]
 [0.24008949 0.18535595]]","[[192 194]
 [146 142]
 [104 110]]","[[13.85640646 13.92838828]
 [12.08304597 11.91637529]
 [10.19803903 10.48808848]]","[[0.99999999 0.99999998]
 [0.99999996 0.99999995]
 [0.99999992 0.99999991]]"
420,740,Yes,DSC00696.JPG,0.6212121212121212,0.24999999999999992,0.34509803921568627,66,72,88,"[[1023  841]
 [ 958  890]
 [ 771  805]]","[[11175  8519]
 [13230 11034]
 [11867  9089]]","[[24.91394774 30.20298698]
 [20.26495058 21.69969086]
 [16.4275206   9.64908181]]","[[236 214]
 [180 184]
 [126 128]]","[[15.3622915  14.62873884]
 [13.41640786 13.56465997]
 [11.22497216 11.3137085 ]]","[[0.99999973 0.99999979]
 [0.99999946 0.99999951]
 [0.99999907 0.99999914]]"
462,740,Yes,DSC00696.JPG,0.6249999999999999,0.0916030534351144,0.5137254901960784,119,122,131,"[[ 910  780]
 [1148  741]
 [1239  585]]","[[ 8298  5702]
 [13876  6631]
 [17679  5305]]","[[21.24750122 23.69859158]
 [ 8.39227011 20.37304617]
 [ 2.07304309 16.62155025]]","[[208 206]
 [164 144]
 [130 116]]","[[14.4222051  14.35270009]
 [12.80624847 12.        ]
 [11.40175425 10.77032961]]","[[0.99999996 0.99999995]
 [0.99999993 0.99999989]
 [0.99999993 0.99999982]]"
502,738,Yes,DSC00696.JPG,0.5714285714285717,0.04242424242424244,0.6470588235294118,158,162,165,"[[ 939 1105]
 [ 955  988]
 [ 870  756]]","[[ 9097 11471]
 [11153 11116]
 [12230  9172]]","[[25.24690359 17.70755512]
 [16.91287724 11.97167297]
 [ 9.55148833 13.25804628]]","[[192 182]
 [152 150]
 [128 118]]","[[13.85640646 13.49073756]
 [12.32882801 12.24744871]
 [11.3137085  10.86278049]]","[[0.99999995 0.99999993]
 [0.99999991 0.99999988]
 [0.99999984 0.99999986]]"
543,748,Yes,DSC00696.JPG,0.6428571428571429,0.11965811965811961,0.4588235294117647,103,105,117,"[[1346  987]
 [1570  935]
 [1590  648]]","[[17392  8741]
 [24446 10021]
 [29828  6832]]","[[12.51595197 15.4612453 ]
 [ 2.99870414 12.27325163]
 [ 0.9490684  13.65062762]]","[[190 178]
 [154 144]
 [118 114]]","[[13.78404875 13.34166406]
 [12.40967365 12.        ]
 [10.86278049 10.67707825]]","[[0.99999988 0.99999989]
 [0.99999984 0.99999978]
 [0.99999981 0.99999969]]"
577,750,Yes,DSC00696.JPG,0.6166666666666667,0.10989010989010996,0.3568627450980392,81,84,91,"[[1651  620]
 [1762  714]
 [1096  692]]","[[29369  3964]
 [34058  6460]
 [19590  7684]]","[[23.41243505 34.78515836]
 [ 8.26557354 19.07033858]
 [12.0253312  12.96915051]]","[[212 226]
 [158 204]
 [124 144]]","[[14.56021978 15.03329638]
 [12.56980509 14.28285686]
 [11.13552873 12.        ]]","[[0.99999921 0.9999999 ]
 [0.99999838 0.99999971]
 [0.99999819 0.99999934]]"
441,761,Yes,DSC00696.JPG,0.9166666666666666,0.019801980198019733,0.396078431372549,101,99,100,"[[ 717 1117]
 [ 878 1680]
 [ 965 1921]]","[[ 4823 10665]
 [ 8588 25282]
 [12055 39141]]","[[24.91890575 13.07069986]
 [13.61965176  1.6943643 ]
 [ 2.44290229  0.29231373]]","[[216 220]
 [166 178]
 [114 126]]","[[14.69693846 14.83239697]
 [12.88409873 13.34166406]
 [10.67707825 11.22497216]]","[[0.99999997 0.99999996]
 [0.99999992 0.99999992]
 [0.99999985 0.99999989]]"
310,742,Yes,DSC00696.JPG,0.10344827586206899,0.13364055299539163,0.8509803921568627,217,206,188,"[[ 488 1985]
 [ 682 2708]
 [ 732 2914]]","[[ 2042 27749]
 [ 4506 59566]
 [ 6400 88180]]","[[32.01246912  1.37896696]
 [13.53333132  0.29619829]
 [ 5.60163033  0.11774795]]","[[226 226]
 [176 164]
 [154 128]]","[[15.03329638 15.03329638]
 [13.26649916 12.80624847]
 [12.40967365 11.3137085 ]]","[[1.         0.99999999]
 [0.99999999 0.99999999]
 [0.99999998 0.99999998]]"
291,721,Yes,DSC00696.JPG,0.5624999999999997,0.046783625730994156,0.6705882352941176,163,168,171,"[[ 955 1037]
 [ 807  938]
 [ 664  692]]","[[ 9137 10253]
 [ 8531 10238]
 [ 6682  7824]]","[[27.18883155 19.3596716 ]
 [17.87438197 15.68404927]
 [13.3740214  14.56347669]]","[[228 186]
 [164 166]
 [118 116]]","[[15.09966887 13.6381817 ]
 [12.80624847 12.88409873]
 [10.86278049 10.77032961]]","[[0.99999996 0.99999995]
 [0.99999993 0.9999999 ]
 [0.99999988 0.99999984]]"
230,700,Yes,DSC00696.JPG,0.5333333333333332,0.030303030303030366,0.6470588235294118,160,164,165,"[[1078 1115]
 [ 957 1051]
 [ 798  822]]","[[12340 14029]
 [11051 13557]
 [10434 10518]]","[[21.47600092 24.03086758]
 [15.24871658 11.87848587]
 [13.45842158 10.8062652 ]]","[[206 192]
 [158 152]
 [118 116]]","[[14.35270009 13.85640646]
 [12.56980509 12.32882801]
 [10.86278049 10.77032961]]","[[0.99999994 0.99999993]
 [0.9999999  0.99999988]
 [0.9999998  0.99999983]]"
287,705,Yes,DSC00696.JPG,0.5714285714285712,0.04347826086956524,0.6313725490196078,154,158,161,"[[ 871 1235]
 [ 814 1577]
 [ 796 1534]]","[[ 8005 16127]
 [ 8656 27545]
 [ 9590 30826]]","[[22.04541445 20.01080771]
 [22.22132557  8.50734246]
 [11.65374718  5.84177798]]","[[206 188]
 [152 154]
 [112 130]]","[[14.35270009 13.7113092 ]
 [12.32882801 12.40967365]
 [10.58300524 11.40175425]]","[[0.99999996 0.99999993]
 [0.99999992 0.99999984]
 [0.9999998  0.99999976]]"
74,127,Yes,DSC00696.JPG,0.04444444444444438,0.19736842105263153,0.2980392156862745,76,65,61,"[[604 567]
 [609 582]
 [491 523]]","[[3694 2845]
 [4447 3738]
 [3739 3973]]","[[34.14054287 27.37451291]
 [24.51102671 21.95509294]
 [15.58595263 13.02546553]]","[[308 324]
 [202 234]
 [146 178]]","[[17.54992877 18.        ]
 [14.2126704  15.29705854]
 [12.08304597 13.34166406]]","[[0.99999991 0.99999994]
 [0.9999998  0.99999986]
 [0.99999965 0.99999974]]"
97,135,Yes,DSC00696.JPG,0.04444444444444443,0.17441860465116282,0.33725490196078434,86,75,71,"[[564 534]
 [570 450]
 [557 365]]","[[3174 3150]
 [3992 2644]
 [4387 2137]]","[[32.58780295 37.0344638 ]
 [24.95839658 31.67197602]
 [11.93123288 23.13170096]]","[[300 308]
 [246 204]
 [168 146]]","[[17.32050808 17.54992877]
 [15.68438714 14.28285686]
 [12.9614814  12.08304597]]","[[0.99999993 0.99999993]
 [0.99999989 0.99999989]
 [0.99999976 0.99999981]]"
132,162,Yes,DSC00696.JPG,0.04444444444444443,0.17241379310344832,0.3411764705882353,87,76,72,"[[685 641]
 [624 550]
 [461 533]]","[[4963 4183]
 [4338 3526]
 [3515 4149]]","[[33.90122438 31.16377304]
 [19.04887018 21.0810811 ]
 [20.27211875 14.54006647]]","[[262 254]
 [200 240]
 [136 172]]","[[16.18641406 15.93737745]
 [14.14213562 15.49193338]
 [11.66190379 13.11487705]]","[[0.9999999  0.99999992]
 [0.99999984 0.99999991]
 [0.99999974 0.99999984]]"
151,185,Yes,DSC00696.JPG,0.04444444444444443,0.16483516483516486,0.3568627450980392,91,80,76,"[[685 675]
 [671 623]
 [564 564]]","[[4659 4633]
 [5343 4189]
 [4400 4702]]","[[26.18498188 32.06258426]
 [18.91928897 20.05270637]
 [ 9.3970782  15.75896698]]","[[244 260]
 [198 180]
 [138 144]]","[[15.62049935 16.1245155 ]
 [14.07124728 13.41640786]
 [11.74734012 12.        ]]","[[0.9999999  0.99999991]
 [0.99999981 0.99999986]
 [0.99999967 0.99999969]]"
180,204,Yes,DSC00696.JPG,0.04444444444444443,0.18750000000000006,0.3137254901960784,80,69,65,"[[736 550]
 [761 601]
 [618 554]]","[[5724 2872]
 [7701 4013]
 [6400 4182]]","[[29.8670988  31.2170649 ]
 [19.71902454 21.66098886]
 [14.39057409 14.26543165]]","[[240 266]
 [198 206]
 [140 144]]","[[15.49193338 16.30950643]
 [14.07124728 14.35270009]
 [11.83215957 12.        ]]","[[0.99999986 0.99999993]
 [0.99999968 0.99999983]
 [0.99999951 0.99999962]]"
214,231,Yes,DSC00696.JPG,0.0652173913043479,0.23000000000000004,0.39215686274509803,100,86,77,"[[436 515]
 [418 460]
 [315 299]]","[[1962 2887]
 [2024 2700]
 [1475 1463]]","[[44.4593664  40.37314402]
 [30.67237621 29.64666231]
 [24.21578318 26.35946058]]","[[442 450]
 [288 302]
 [184 184]]","[[21.02379604 21.21320344]
 [16.97056275 17.3781472 ]
 [13.56465997 13.56465997]]","[[0.99999996 0.99999995]
 [0.99999993 0.99999991]
 [0.9999999  0.99999989]]"
241,264,Yes,DSC00696.JPG,0.07471264367816095,0.2843137254901962,0.4,102,86,73,"[[602 484]
 [666 479]
 [570 426]]","[[3520 2464]
 [4932 2729]
 [4718 2788]]","[[33.61957904 41.36009466]
 [18.02519481 29.12754529]
 [11.98513774 19.03527633]]","[[284 326]
 [232 228]
 [174 160]]","[[16.85229955 18.05547009]
 [15.23154621 15.09966887]
 [13.19090596 12.64911064]]","[[0.99999994 0.99999996]
 [0.99999985 0.99999991]
 [0.99999971 0.99999981]]"
282,289,Yes,DSC00696.JPG,0.0747126436781609,0.2788461538461538,0.40784313725490196,104,88,75,"[[681 484]
 [849 475]
 [914 388]]","[[ 4555  2814]
 [ 8337  3043]
 [10722  2584]]","[[28.0660912  45.12656886]
 [14.58690726 32.23886476]
 [ 2.7714432  27.15169116]]","[[290 312]
 [248 208]
 [182 164]]","[[17.02938637 17.66352173]
 [15.74801575 14.4222051 ]
 [13.49073756 12.80624847]]","[[0.99999995 0.99999996]
 [0.9999999  0.99999991]
 [0.99999985 0.99999984]]"
310,312,Yes,DSC00696.JPG,0.0747126436781609,0.2612612612612612,0.43529411764705883,111,95,82,"[[414 391]
 [343 321]
 [245 301]]","[[1704 1451]
 [1415 1383]
 [ 849 1415]]","[[46.22966858 42.95790877]
 [34.25592265 44.09748802]
 [26.32629815 25.58511974]]","[[446 454]
 [350 334]
 [232 254]]","[[21.11871208 21.30727575]
 [18.70828693 18.27566688]
 [15.23154621 15.93737745]]","[[0.99999998 0.99999998]
 [0.99999997 0.99999996]
 [0.99999997 0.99999992]]"
627,314,Yes,DSC00696.JPG,0.06837606837606837,0.3823529411764706,0.4,102,79,63,"[[545 540]
 [747 685]
 [814 720]]","[[2401 2260]
 [5135 4171]
 [7498 5850]]","[[25.05183564 21.94459582]
 [ 9.19652167  8.64266834]
 [ 3.8443811   4.3151627 ]]","[[296 324]
 [220 292]
 [168 178]]","[[17.20465053 18.        ]
 [14.83239697 17.08800749]
 [12.9614814  13.34166406]]","[[0.99999998 0.99999998]
 [0.99999995 0.99999997]
 [0.99999992 0.99999994]]"
646,281,Yes,DSC00696.JPG,0.07738095238095238,0.5773195876288659,0.3803921568627451,97,67,41,"[[343 347]
 [373 356]
 [340 274]]","[[1169 1325]
 [1747 1782]
 [1862 1420]]","[[53.2044882  58.47386328]
 [36.48178782 42.09586878]
 [23.99119744 33.00740867]]","[[1050  914]
 [ 682  590]
 [ 318  254]]","[[32.40370349 30.23243292]
 [26.11512971 24.2899156 ]
 [17.8325545  15.93737745]]","[[0.99999997 0.99999996]
 [0.99999993 0.99999992]
 [0.99999987 0.99999987]]"
696,225,Yes,DSC00696.JPG,0.0790960451977401,0.6020408163265306,0.3843137254901961,98,67,39,"[[455 489]
 [579 664]
 [589 697]]","[[1919 2129]
 [3645 4344]
 [4747 5923]]","[[42.72460071 34.13322001]
 [21.47771756 16.38624148]
 [15.8968498   8.05074222]]","[[440 388]
 [272 294]
 [192 220]]","[[20.97617696 19.6977156 ]
 [16.4924225  17.1464282 ]
 [13.85640646 14.83239697]]","[[0.99999998 0.99999997]
 [0.99999994 0.99999995]
 [0.99999989 0.99999991]]"
710,204,Yes,DSC00696.JPG,0.09226190476190477,0.5384615384615384,0.40784313725490196,104,79,48,"[[580 573]
 [740 676]
 [788 724]]","[[2990 2737]
 [5670 4924]
 [8154 7010]]","[[26.16351428 23.77261832]
 [13.14469816 20.63826998]
 [ 8.0616971   7.58340184]]","[[304 318]
 [220 226]
 [146 162]]","[[17.43559577 17.8325545 ]
 [14.83239697 15.03329638]
 [12.08304597 12.72792206]]","[[0.99999997 0.99999997]
 [0.99999993 0.99999994]
 [0.99999983 0.99999984]]"
729,183,Yes,DSC00696.JPG,0.08045977011494253,0.5471698113207547,0.41568627450980394,106,76,48,"[[518 478]
 [703 639]
 [757 689]]","[[2354 2004]
 [4961 4071]
 [6943 5807]]","[[35.06205699 34.16914761]
 [15.1028325  14.74374681]
 [ 5.1526995   5.87517021]]","[[496 482]
 [312 342]
 [230 246]]","[[22.27105745 21.9544984 ]
 [17.66352173 18.49324201]
 [15.16575089 15.68438714]]","[[0.99999998 0.99999998]
 [0.99999995 0.99999996]
 [0.9999999  0.99999991]]"
750,164,Yes,DSC00696.JPG,0.08333333333333331,0.5454545454545454,0.38823529411764707,99,72,45,"[[561 571]
 [730 723]
 [773 765]]","[[2583 2713]
 [5258 4893]
 [7235 6781]]","[[23.29793567 24.22357338]
 [12.60507698 10.75339516]
 [ 6.41475329  4.24479824]]","[[306 314]
 [232 246]
 [142 168]]","[[17.49285568 17.72004515]
 [15.23154621 15.68438714]
 [11.91637529 12.9614814 ]]","[[0.99999998 0.99999998]
 [0.99999995 0.99999996]
 [0.9999999  0.99999993]]"
771,152,Yes,DSC00696.JPG,0.08045977011494254,0.6041666666666666,0.3764705882352941,96,66,38,"[[401 398]
 [502 478]
 [526 462]]","[[1421 1500]
 [2652 2458]
 [3616 2860]]","[[38.99368228 44.97525254]
 [21.4961674  21.2234997 ]
 [ 9.25711808 10.66429131]]","[[482 472]
 [308 296]
 [212 196]]","[[21.9544984  21.72556098]
 [17.54992877 17.20465053]
 [14.56021978 14.        ]]","[[0.99999997 0.99999997]
 [0.99999993 0.99999992]
 [0.99999982 0.99999982]]"
790,139,Yes,DSC00696.JPG,0.07291666666666669,0.5454545454545454,0.34509803921568627,88,61,40,"[[418 428]
 [515 541]
 [518 560]]","[[1788 1820]
 [3235 3401]
 [4016 4344]]","[[45.49049762 44.23905338]
 [30.16397758 24.86258701]
 [16.72781841  9.77514567]]","[[468 570]
 [308 342]
 [212 310]]","[[21.63330765 23.87467277]
 [17.54992877 18.49324201]
 [14.56021978 17.60681686]]","[[0.99999995 0.99999995]
 [0.99999983 0.99999982]
 [0.99999956 0.99999953]]"
829,106,Yes,DSC00696.JPG,0.07407407407407408,0.48913043478260865,0.3607843137254902,92,67,47,"[[662 634]
 [856 821]
 [854 866]]","[[3602 3136]
 [6618 6093]
 [8536 8774]]","[[18.53159871 18.80317481]
 [ 7.16709614  6.92187449]
 [ 5.52675702  4.74405493]]","[[266 306]
 [206 230]
 [152 164]]","[[16.30950643 17.49285568]
 [14.35270009 15.16575089]
 [12.32882801 12.80624847]]","[[0.99999994 0.99999996]
 [0.99999987 0.9999999 ]
 [0.99999974 0.99999976]]"
840,95,Yes,DSC00696.JPG,0.07407407407407408,0.48387096774193544,0.36470588235294116,93,68,48,"[[596 573]
 [767 760]
 [824 820]]","[[2752 2555]
 [5487 5426]
 [7856 7786]]","[[21.26474746 20.60717867]
 [10.93588796 12.53221606]
 [ 5.18610615  5.90078625]]","[[408 372]
 [310 278]
 [194 202]]","[[20.19900988 19.28730152]
 [17.60681686 16.673332  ]
 [13.92838828 14.2126704 ]]","[[0.99999998 0.99999998]
 [0.99999995 0.99999994]
 [0.99999988 0.99999989]]"
846,85,Yes,DSC00696.JPG,0.07291666666666669,0.5454545454545454,0.34509803921568627,88,61,40,"[[498 500]
 [637 642]
 [653 679]]","[[2078 2194]
 [4331 4428]
 [5979 6367]]","[[29.95255473 34.35666381]
 [17.87880098 19.40073238]
 [11.88560477 10.22570989]]","[[496 438]
 [330 344]
 [192 202]]","[[22.27105745 20.92844954]
 [18.16590212 18.54723699]
 [13.85640646 14.2126704 ]]","[[0.99999995 0.99999995]
 [0.99999983 0.99999984]
 [0.99999954 0.99999951]]"
858,66,Yes,DSC00696.JPG,0.07333333333333332,0.5681818181818182,0.34509803921568627,88,60,38,"[[333 318]
 [383 338]
 [378 306]]","[[1321 1198]
 [1939 1604]
 [2130 1594]]","[[58.33556555 59.87898728]
 [32.39333112 38.4299979 ]
 [17.0823656  24.45602127]]","[[810 580]
 [536 456]
 [340 246]]","[[28.46049894 24.08318916]
 [23.15167381 21.3541565 ]
 [18.43908891 15.68438714]]","[[0.99999996 0.99999996]
 [0.99999989 0.9999999 ]
 [0.99999975 0.9999998 ]]"
873,49,Yes,DSC00696.JPG,0.07407407407407407,0.6,0.35294117647058826,90,60,36,"[[338 354]
 [360 413]
 [318 392]]","[[1102 1308]
 [1642 2067]
 [1700 2234]]","[[51.83257919 54.4449358 ]
 [36.22747456 31.01237621]
 [25.30950957 14.58412686]]","[[686 588]
 [448 534]
 [312 426]]","[[26.19160171 24.24871131]
 [21.16601049 23.10844002]
 [17.66352173 20.63976744]]","[[0.99999997 0.99999996]
 [0.99999992 0.99999991]
 [0.99999983 0.99999983]]"
886,39,Yes,DSC00696.JPG,0.07823129251700678,0.5975609756097561,0.3215686274509804,82,56,33,"[[402 364]
 [464 391]
 [420 400]]","[[1870 1534]
 [2830 2229]
 [2716 2850]]","[[51.72751829 54.14289587]
 [29.19175324 37.39197409]
 [15.50397105 24.44407997]]","[[636 642]
 [472 438]
 [306 270]]","[[25.21904043 25.33771892]
 [21.72556098 20.92844954]
 [17.49285568 16.43167673]]","[[0.99999993 0.99999995]
 [0.99999982 0.99999986]
 [0.99999963 0.99999962]]"
547,598,Yes,DSC00696.JPG,0.029411764705882398,0.18279569892473116,0.36470588235294116,93,79,76,"[[206 146]
 [198 158]
 [134 140]]","[[494 260]
 [554 332]
 [300 300]]","[[77.06877828 92.4       ]
 [56.17652929 63.51493213]
 [46.39457014 42.93574661]]","[[1738 1754]
 [1332 1216]
 [ 700  892]]","[[41.68932717 41.88078318]
 [36.49657518 34.87119155]
 [26.45751311 29.86636905]]","[[0.99999999 1.        ]
 [0.99999998 0.99999999]
 [0.99999998 0.99999999]]"
552,611,Yes,DSC00696.JPG,0.027777777777777696,0.1956521739130434,0.3607843137254902,92,77,74,"[[158 180]
 [170 175]
 [155 169]]","[[334 310]
 [386 399]
 [363 485]]","[[92.03529412 77.        ]
 [61.75294118 60.75882353]
 [40.45294118 42.12443439]]","[[1914 1948]
 [1126 1428]
 [ 628  828]]","[[43.74928571 44.13615298]
 [33.55592347 37.78888726]
 [25.05992817 28.77498914]]","[[0.99999999 0.99999999]
 [0.99999999 0.99999999]
 [0.99999998 0.99999997]]"
564,659,Yes,DSC00696.JPG,0.04861111111111114,0.25806451612903225,0.36470588235294116,93,76,69,"[[142  57]
 [134  68]
 [118  68]]","[[234  75]
 [234  92]
 [194  92]]","[[ 92.2 127.3]
 [ 69.   94.4]
 [ 46.6  66.4]]","[[3916 4586]
 [2332 2474]
 [1692 1242]]","[[62.57795139 67.72001181]
 [48.29078587 49.73932046]
 [41.1339276  35.24202037]]","[[0.99999999 1.        ]
 [0.99999999 1.        ]
 [0.99999998 0.99999999]]"
566,671,Yes,DSC00696.JPG,0.04861111111111114,0.2608695652173913,0.3607843137254902,92,75,68,"[[115  54]
 [123  86]
 [127 101]]","[[145  94]
 [201 152]
 [261 175]]","[[ 99.5 131. ]
 [ 72.3  89.6]
 [ 47.9  54.9]]","[[3778 5784]
 [3378 3170]
 [1786 1744]]","[[61.46543744 76.05261337]
 [58.12056435 56.30275304]
 [42.26109322 41.76122604]]","[[1.         1.        ]
 [0.99999999 0.99999999]
 [0.99999998 0.99999998]]"
566,690,Yes,DSC00696.JPG,0.04861111111111114,0.2608695652173913,0.3607843137254902,92,75,68,"[[156 104]
 [198 107]
 [196  82]]","[[412 168]
 [542 223]
 [556 180]]","[[ 98.44862419 108.25882353]
 [ 58.24862419  83.3561086 ]
 [ 32.84862419  65.73574661]]","[[2310 3722]
 [1974 2858]
 [1702 1510]]","[[48.06245936 61.00819617]
 [44.42971978 53.46026562]
 [41.25530269 38.85871846]]","[[0.99999999 1.        ]
 [0.99999999 0.99999999]
 [0.99999998 0.99999999]]"
